NOMBRE	EXPEDIENTE
INGAVSA CIA. LTDA.	144060
TRIPLE-C-CONSULTORES S.A.	737236
NEXX SOLUCIONES TECNOLÓGICAS CIA.LTDA.	712618
TRANSPORTE DE CARGA PESADA BUENAÑO SANTOS S.A. BUENSANT	178025
SECURITY-DEPOT CIA.LTDA.	314125
RAMI S.A.	5093
IMEXPLA S.A.	80110
AGRICOLA GANADERA BAIDAL BAIDALSA S.A.	727228
CONSULUP CIA. LTDA.	168274
LA BAITA S.A.S.	739241
LATECH SOLUCIONES CIA. LTDA.	50803
R&R REPRESENTACIONES R&RREPCORP S.A.	721494
CONSTRUCTORA VIAL CARRERA & ASOCIADOS CONVIALCAR S.A.	138382
BIOTRADEWORLDSOLUTIONS CIA.LTDA.	722698
GTS-INVESTMENT S.A.S.	731632
TRANSPORTE DE COMBUSTIBLE RAMAGOVAL CIA. LTDA	171445
ORTEGA & M.J. ASOCIADOS CONSULORTEMPSA S.A.	723214
TRIADA SEGUROS CIA. LTDA.	600720
SOLDENEG SOLUCIONES DE NEGOCIOS CIA. LTDA.	89478
SMARTPROCESS S.A.	715891
PROVEEDOR TECNOLOGICO CG CGPROTECNO S.A.	311186
LITAV S.A.S.	324402
OUTFIND S.A.	106804
SPEEDSERVICEGM S.A.	710614
BERRONES CARRILLO AUDITORES & CONSULTORES AUDIEXTERN CIA.LTDA.	306139
ECUAHIDROLIZADOS S.A.S.	323747
ADBANZ CIA.LTDA.	302662
CONSULPREMIUM CONSULTORES CIA. LTDA.	112094
DIVARELLI S.A.	148570
FOUNDRYGLOBAL CIA. LTDA.	160883
VILLAGOMEZ & ASOCIADOS CONSULTORA VILCORPEC C.LTDA.	708540
MARKETING DEPORTIVO QUITO MARKSDQ CIA.LTDA.	313087
UNIQUE TRAVEL ADVENTURES UNIQTRAVEL S.A.	719070
SANDRA PALACIOS LANGUAGE SERVICES CIA. LTDA.	167266
ASOCIACIÓN IBEROAMERICANA DE SCRUM (AIBE.S) AIBESCRUM CIA.LTDA.	313618
SOCIEDAD AGRICOLA VIÑAVALLE S.A.	201015
AGROBOOSTER S.A.	723841
DCHCONTA CIA. LTDA.	164228
KROMAGRAFIC S.A.	146333
NAVYTOURING SERVICIOS NAVIEROS Y TURISTICOS LUCIO S.A.	131054
IMPORTADORA VALAREZO ROMERO VAL&ROC S.A.	325921
TICDICE S.A.	148039
ROMAN Y ASOCIADOS ASROMANCONT CIA.LTDA.	314405
HUASITAMBO C.A.	58159
COMPAÑIA DE TRANSPORTE EN TAXIS TAXICOM S.A.	39266
CONSTRUCTORA GOLD SUR CONTRUCGSURJM CIA.LTDA.	724082
SOLUCIONES TÉCNICAS PARA LA INDUSTRIA VILLALBA S.A. SOLUTECVI	172305
REUMATOTAL CIA. LTDA.	54953
GALAPAGOS ECOADVENTURES TRAVEL GALAPAGOSTRAVEL CIA.LTDA.	721897
MULTIPRODUCTOS CHAPLIN CIA. LTDA.	52356
AUDITTOTAL CIA.LTDA.	723822
CRENVAPA - CENTRO RENAL VANONI PATIÑO S.A.	139799
RENOMB S.A.	101034
ONAR MED S.A.S.	730106
BELSEG CIA.LTDA.	313485
UFIRST-LATAM S.A.	318203
CENICAP CENTRO NACIONAL INTEGRADO DE CAPACITACION PROFESIONAL CIA. LTDA.	174158
TRANSHIRICULAPO S.A.	707231
MANTARRAYAPROIND CIA.LTDA.	308279
AGROINSUMOS DEL SUR AGRS S.A.	314336
COMPAÑIA DE TAXI CONVENCIONAL POSORCAR C.A.	302691
CREACTICORP S.A.	713087
J. SUAREZ C. LTDA.	600119
UROTEC CIA. LTDA	91257
INDELSIGMA S.A.	175310
REPRESENTACIONES Y FRANQUICIAS ECUATORIANAS REFRANEC CIA. LTDA.	159835
SERVICIOS FINANCIEROS LEGALES FINANCIAL LEGAL SERVICE SERFINLEG CIA.LTDA.	302010
PRODUCTOSQUIMICOSMONALISA S.A.S.	325161
COREZGROUP CIA.LTDA.	735498
ALFALOGISTICS CIA. LTDA.	143558
COMPAÑIA DE TRANSPORTE DE CARGA PESADA EN VOLQUETES PADRE CARLOS JIMENEZ S.A.	170672
RIVERSWEET CONSTRUCCIONES CIA. LTDA.	148682
QUIMIPRODUCTS S.A.S.	734803
FUMIORGANIC S.A.S.	319265
EMPRESA CONSULTORA CAPACITACIÓN SERVICIOS AMBIENTALES Y PROYECTOS ECCONSAPRO CIA. LTDA.	181349
QUORUMAD S.A. AJUSTADOR DE SINIESTROS	601043
MASCO EVENTOS MASCOEVENT CIA.LTDA.	724126
AMAZONBRAS S.A.	139090
PREDIAL FLORALIA SA	5636
INSURANCE ADVISORS S.A. AGENCIA ASESORA PRODUCTORA DE SE	601198
ECUABUY S.A.	717686
VIPSPORTS CIA.LTDA.	318671
MOCACIVIL S.A.	700345
YIDEASA S.A.	144040
FECOTEC SECURITY CIA.LTDA.	736064
FINANCIAL SOLUTIONS FINANSOL S.A.	706185
PROINHABI S.A.	92054
COMPAÑIA DE TRANSPORTE INTRACANTONAL DE PASAJEROS CITIBUS S.A.	705833
T&C SHIPPINGSA S.A.	321481
FUTURE INSURANCE AGENCIA ASESORA PRODUCTORA DE SEGUROS FUTUREINS CIA.LTDA.	315470
GRUPO-BETANCOURTH CIA.LTDA.	724004
CONSULMETROSUR CIA.LTDA.	719356
ANAIBC SOCIEDAD ANÓNIMA	302748
TRANSPORTES T. ARIAS CIA. LTDA.	173590
TRANSPARENTAL S.A.	67138
CORPORACION CONFITERA LA-NOBLEZZA CIA.LTDA.	178443
TRANSPORTES TREINTA DE AGOSTO EL CHACO TRANSCHACO C.A.	87273
TRANSPORTE DE CARGA PESADA FALBAJ S.A.	327795
TALLERES VOLSERVICE CIA. LTDA.	158625
NOVAMULTITRANS S.A.	717277
CONSTRUBASA S.A.	165745
PROSERVICOMPANY S.A. COMPAÑIA DE SERVICIOS PROFESIONALES	166333
INTERCORRETAJE CIA. LTDA. AGENCIA ASESORA PRODUCTORA	601365
CORPORATE MANAGEMENT SERVICIOS CIA. LTDA.	138655
NEOMAQ S.A.	315140
ADMINISTRACION Y PLANIFICACION INMOBILIARIA ADMIPLAN S.A.	709364
QUICKTRAVELSERVICES CIA.LTDA.	711796
COMPAÑIA DE TRANSPORTE DE CARGA PESADA BAJOSPAL S.A.	165525
ACADEMIA SUDAMERICANA DE FORMACIÓN EN SEGURIDAD INTEGRAL ASFIS CIA.LTDA.	711766
COMPAÑIA DE TRANSPORTE COMERCIAL DE CARGA PESADA ROGELIO MACAS Y ASOCIADOS S.A.	149952
DISTRIBUIDORA FARMACEUTICA S.A. DISCAPER	102899
GRUPOSECURITY CIA.LTDA.	721097
HOMINEM EDITORES CIA. LTDA.	152747
NAVINSA S.A.	71226
COMPAÑIA DE TRANSPORTE DE CARGA PESADA TRANSCARGAZUAY S.A.	181083
AV RENEWABLE ENERGY S. A.	124841
HUMTRUSA INDUSTRIA Y COMERCIO S.A.	28443
FLORENS FUSION EXPORT S.A.	167937
FLORCONTROL CIA. LTDA.	54408
TELEHISPANA DE SERVICIOS CIA. LTDA.	37583
BUSINESS INTELLIGENT IWALTON CIA. LTDA.	181802
MAROCOVA S.A.	726899
BAJAÑA Y BAJAÑA ASOCIADOS CIA. LTDA.	109679
INNOVATIO & CONSULTING ASESORES INNOVA&CONSUL CIA.LTDA.	717116
JVPCONS JVP CONSTRUCCIONES C.L.	314613
VIAJES Y DESTINOS TV TRAVEL DESTV CIA. LTDA.	172908
ECUACHEM INDUSTRIAL COMPANY ECUACHEM-IND C.L.	310648
TRANSPORTE ESCOLAR E INSTITUCIONAL EL DORADO DE CASCALES ELDORCAS S.A.	718141
IPROSEC S.A.S.	730036
REXTRUCK COMPAÑIA DE TRANSPORTE PESADO S.A.	62642
LATIN DESTINATION OPERADORA DE TURISMO S.A.	140881
FRONTERA CONSTRUCCIONES AGORDCONSTRUC CIA. LTDA.	138871
EXPERT DISASTER S A AJUSTADOR DE SINIESTROS	600936
PACIFIC PARTS S.A. PACIPARTS	177826
TRONCAL COMUNICACIONES S.A. TRONCALCOM	174326
MARAGA S. A.	126323
BARISMO CIA.LTDA.	308219
GILRAMSA S.A.	56179
BARLALCAS S.A.	88967
LEEGLOBAL CORP S.A.	311554
ZADA INGENIERIA S.A.	729274
AQUALITORAL S.A.S.	729460
CSL-PILOTS S.A.	180688
GALAPAGOS ECO FISHING S.A. GALAECOFISH	142218
FOSEVIT FORTALEZA EN SEGURIDAD VITERI CIA. LTDA.	178589
ARTEK S.A.	718546
CONSULTORES ASOCIADOS B & B CONSULTORA CAB&B S.A.	303985
MAFA COMUNICACIONES S.A.	139036
AUTO CLEAN & GREEN CLE&GRE S.A.	718947
LIFESCOZUL CIA. LTDA.	141953
ASESORES ASOCIADOS EQUITYCORP CIA. LTDA.	142248
AGRONUTRICION CIA. LTDA.	96828
CARPINSARIATO S.A.	105148
COMPAÑÍA DE TRANSPORTE DE CARGA ECOPUYO S.A.	171267
MARPIEL S.A.	72295
ZENITH-TECH CIA.LTDA.	722214
CONSULTSOFTWARE S.A.	162652
CONSTRUCCIONES Y SERVICIOS PETROLEROS INSPECARLO S.A.	700735
SATIVA EXPORT EXPORTSATIVA CIA.LTDA.	306860
COMPAÑIA DE CARGA PESADA IMBACARGA S.A.	170568
SOLUCIONES INTEGRALES Y TELECOMUNICACIONES SOLINTEL S.A.	724482
MAKGIBER S.A.	4690
FRIVOLOV S.A.	174750
GSM TRACKING PROTECTION LOCATION TPL GSMTRACK S.A.	724678
ESPECIALIDADES MÉDICAS Y DE FISIOTERAPIA ESMEDICFISIO S.A.	732976
SERVILUBRICAR S.A.	1628
FERROAMAZON CIA. LTDA.	138666
DIRECTO ECUADOR INTEGRADORA TECNOLOGICA DE SERVICIOS DE-ITS C.L.	182708
IMPEXCO S.A.	302538
LIVIEXPRESS S.A.	728185
CONSTRUCTORA DORALCO SA	45066
CONSULCELL S.A.	134499
HIDROCARBUROS Y PROYECTOS R. ALDAZ HIDROPROAZ S.A.	704417
ESTULITY S.A.	108529
LEGARMINGOLD S.A.S.	735740
GLOBALSEGUVIP CIA.LTDA.	323021
ALLMAGICONST S.A.	139062
EDIFICACIONES Y FUNDICIONES EDIFUN S.A.	146790
B.A.S. DISTRIBUIDORA BASDI S.A.	320340
COMPAÑIA DE TRANSPORTE PESADO EXPRESSPIFOSA S.A.	165441
ASCORPTRESCIENTOS S.A.	67838
AGRICOLA GANADERA HUAQUER SA	7946
TURISMO Y SOFTWARE CACAO LAND CLSOFTUR CIA.LTDA.	300206
FOODCO S.A.	302143
CONSJARAMILLO CONSTRUCTORA Y SERVICIOS CIA. LTDA.	37763
TRANSDUMAPARA S.A.	33754
CORDOES CIA.LTDA.	731031
AVALCONSULTING CIA. LTDA.	60440
SENSE-ECUADOR S.A.	710986
INSUMOS INDUSTRIALES URSUS S.A.	719048
LEXIGEC LAW & CONSULTING CIA.LTDA.	720036
BUSES LITUMA ZHUNIO Y SINCHE CIA. LTDA.	31516
INVERSIONISTA AGROPRE SA	42845
GREEN COMMERCE GREENCOSA S.A.	727205
LOGISPETROL SERVICIOS PETROLEROS CIA. LTDA.	91454
PASTRYCHEF CIA.LTDA.	713656
INMOBILIARIA FAMER SA	1477
NOMADASOLUTIONS S.A.	317056
CORPORACION M&D M&DCORP S.A.S.	736384
OPTIPUNTO S.A.S.	321486
CORPORATIVE LAW WORLDWIDE CLW-EC S.A.	63685
RUNINSTITUTE C.A.	148557
COMERCIO ELECTRONICO DEL ECUADOR HOGARLIFE S.A.	306609
SUPERS&HCOMUNICACIONES C.L.	707978
FERRIBAN S.A.	69936
MANTISCOMPER CIA. LTDA.	163558
CONSULTORA TERRACONSULT C. LTDA.	114089
INDUSTRIAL GRAFICA Y PAPELERA MOREJON-CARRERA CIA.LTDA.	721439
CORIUM S.A.	167175
CLINICA DENTAL ''ODONTOSG'' S.A.	182672
BYLOCHE S.A.S.	329968
SESAN S.A.	728693
MOBISK S.A.	71106
SOMAX S.A.	114169
SOCIEDAD ASESORA INDICO RE SAINDRE S.A. AGENCIA ASESORA PRODUCTORA DE SEGUROS	600766
CONSTAGI S.A.	134516
PREVENTION WORK HSSE S.A.	143987
COMPANIA DE TRANSPORTE PESADO Y COMBUSTIBLES MISIVOTRANSCAR S.A.	180670
LABORATORIO CLINICO-BIOLAB CIA.LTDA.	739564
TRANSPTRUCK S.A.	321811
ADARAROSES S.A.	737856
CLUB CAMPESTRE EQUINOCCIAL CLUB-EQUINOCCIAL S.A.	715170
COMPAÑÍA DE TRANSPORTE DE CARGA PESADA TRANSPUNINO S.A.	175288
ADMINISTRADORA AGAPANTOS CIA. LTDA.	32813
GLOBAL ENGINEERING CONSULTING WAJOG C.LTDA.	309070
CONSULTORA ''AINSE'' ASESORÍA INTEGRAL PARA SECTORES ESTRATÉGICOS CIA.LTDA.	303746
TORIIGROUP S.A.S.	731860
TRANSPORTES MARELTAVI S.A.	182622
''QUICKLASS'' S.A.	714776
SPACTSA SERVICIOS PROFESIONALES AUDITORIA CONTABILIDAD TRIBUTOS S.A.	724280
CBCORE CONSULTING CIA. LTDA.	136334
KAROLINA HERRERA CIA. LTDA	90699
AVANZYLUZ S.A.	174379
SALINAS VILLACRÉS Y ASOCIADOS SVALEX CIA. LTDA.	179515
IDCON S.A.	320655
ROLINSA S.A.	104815
RODIUM S.A.	318244
THEBLUEFASHION CIA.LTDA.	721926
COMPAÑIA DE TAXIS RIVER MALL S.A.	150603
COMPAÑIA DE TRANSPORTES LOS TAITABUGGY S.A.	704416
COMPAÑIA '' HATSS '' HATSSA S.A.	712747
INGENIERIA Y SERVICIOS MECANICOS ISMEC S.A.S.	324299
ECONOMARKET-SL S.A.S.	323778
LA PATRONA RESTAURANTE, LAPATRONARESTAURANTE S.A.	313316
TALENT CONSULTANT TDCS S.A.S.	320730
ALIMENTOS PAN ARTESANO ALPAN CIA.LTDA.	305639
BUSSINESS & TAXES ASOCIADOS S.A. BUSTAX	126919
SERVICIOS DE COMUNICACION RADILATINA CIA. LTDA.	174621
COMPAÑIA DE TRANSPORTE DE GAS TRANSANBAR S.A.	171130
INTERNATIONAL BUSINESS S.A. INBUS	129873
COMPAÑIA DE TRANSPORTE ESCOLAR Y TURISMO ESCOTURABANICO S.A.	33445
PROALTELL S.A.	146023
INMOBILIARIA IFAPID C LTDA	14502
COMPAÑIADECARGA-TRANSBM S.A.	730131
HOSTAL DE WANG HOSTALDEWANG S.A.	312234
RUMIPAMBA DE LAS ROSAS SA	1997
TRANSACCIONES Y ASESORIAS COMERCIALES TRANSCOMERCIAL C LTDA	24211
ROBUSTEC, TECNOLOGIA Y CAFE ROBUSTA S.A.	149942
AOA SERVICES S.A.S.	322960
BUSINESS365 S.A.S.	730916
TECNIAGROCOR C. LTDA.	133562
CORPORACION DE INGENIERIA Y SISTEMAS INGETEMASCORP S.A.	708186
REFREEZER EC C.L.	314608
FOCOCONSULTINGLAB S.A.	725380
EL TAHUAL CIA.LTDA	6207
CUVIN S.A.	116707
COMPAÑIA DE TRANSPORTE MIXTO EN CAMIONETAS EL PANGUITRANS S.A.	32620
GTO INDUSTRIA TAPICERA GTOTAPICERIA CIA.LTDA.	305115
BERMEOGROUP S.A.S.	326256
ALMO VENTURES CIA.LTDA.	320487
URBAELECTRIK S.A.S.	732079
OLIVIANI INTERNACIONAL S.A.S.	738516
PV-CAFE INVERSIONES CIA.LTDA.	315607
''GALACTURIS'' EL GALEON TURISMO S.A.	706681
LUVIANTRADE CIA. LTDA.	138226
COMPAÑIA DE TRANSPORTE DE CARGA PESADA SANTIANA TRANSPSANTIANA S.A.	705888
CHEM CONSULTORES CIA. LTDA.	155588
INARIGROUP CIA.LTDA.	320643
ALVIVAR S.A.	117558
UNIVERNEXT S.A.	170883
DIGITAL TVRADIO-C&C S.A.	702035
FARMA Y COSMETICA GLOBAL COMPANY ALDO ANTENOR PEÑA VALENZUELA FYCGLOBAL S.A.	711239
COMEXIGER S.A.S.	325082
JFOOD S.A.S.	326249
PULSECOMMUNICATIONSGROUP S.A.S.	731931
MXMOTO CIA.LTDA.	725173
ALDASBRAND ECUADOR CIA. LTDA.	156877
ASCATEC TECHNOLOGIES CIA. LTDA	179067
COMPAÑIA DE TRANSPORTE DE TAXIS EJECUTIVOS ANTENATAX S.A.	175084
VERTIENTES TRATADAS INDUSTRIALMENTE COMERCIO AMPLIADO LATINOAMERICANO VERTICAL SUNSHINEPLUS C.L.	86788
INVERSIONES DOGO DOGOSA SA	9581
TRACAPAG CIA. LTDA.	172408
TRANSPORTE PESADO BASTYC S.A.	726774
SOPROVI S.A.	100210
FIRE INSTALL S.A. (INSTFIRE)	111500
TEHINMO CIA. LTDA.	62442
INTI TRAVEL S.A INTITRAVELS.A CIA.LTDA.	313877
SERVICIOS NICEJOB S.A.	63728
CENTRO DE GESTIÓN DE DESECHOS PELIGROSOS PUNTO VERDE CGDPPV C.L.	306262
CONSTRUCTORA CELI CONSTRUCCIONES CONSTRUCIVCELI S.A.	302372
TRANSPORDOMENECH S.A.	712050
TRANSPORTESPRAS CIA.LTDA	703277
INMOBILIARIA MERCEDES SA IMSA	3471
SEMMAVER CIA. LTDA.	137843
EMPAPER S.A.S.	733958
SANLI MEGAMAX DISTRIBUIDORA S.A.	321482
VIVESEGURO AGENCIA ASESORA PRODUCTORA DE SEGUROS S.A.	711740
CORPORACION-CREDMONEY S.A.	130493
REPRESENTACIONES TEIXIDOR CIA. LTDA.	54506
HS-REDES&TELECOMUNICACIONES S.A.	307573
ALMEIDA Y ASOCIADOS DOMIEMI S.A.	310362
G. MOFIG S.A.S.	729568
YELLOW-FRUITS EXPORT CIA.LTDA.	318479
TECNIELECTRA CIA.LTDA.	301066
CHADERTON S.A.	168578
A.B.C. CONSULTORES FINANCIEROS C LTDA	25920
EURENTCA CIA. LTDA.	167969
COMPAÑIA DE TRANSPORTE DE CARGA PESADA GERARDO MEJIA TRANSPORTES GERARDTRANSP S.A.	711920
CONSULTORIA Y AUDITORIA INTEGRAL VECG C.LTDA.	182387
MUÑOZ & ASOCIADOS MUBEL S.A.S.	733499
CONSTRUCTORA ECCOCIVIL CIA.LTDA.	729957
KARUA FILMS CIA.LTDA.	320489
VECTIGAL CONSULTORES S.A.	174916
EASYTECH S.A.S.	322222
MAPLARI S.A.	101761
COMPAÑIA DE TRANSPORTES ECUATORIANO COMERCIAL ESCOLAR E INSTITUCIONAL TRACOMNEIN S. A.	702699
IMPORTADORA FLUIDASA S.A.	180880
DMF AUDITORES S.A.	310359
ENDERICA OCHOA NATACION ''END8ANATACION'' CIA. LTDA	170512
DAVMARTIRES COMERCIALIZADORA S.A.	145161
TRANSPORTE NACIONAL E INTERNACIONAL PESADO Y COMBUSTIBLES TRANSVEROCE S.A	168156
RUTROPSA S.A.	120067
ALERTA Y RESPUESTA ARMADA ARRMMY CIA.LTDA.	724497
BUILDBAS CONSTRUCTORA CIA.LTDA.	729130
PRELOPLAST S.A.	705892
TRANSPORT ECUADOR MINING TRANSECUAMINING S.A.	715292
NUMDATA SOLUCIONES S.A.S.	323228
PREMIUM INSURANCE BROKER PIBSA S.A. AGENC. ASES. PROD. DE S	601231
NEGOTIUM SERVICIOS EMPRESARIALES CIA. LTDA.	148885
OBRAS Y MAQUINARIAS OBRYMAQ S.A.	97008
QUICK FINANCIAL ADVISOR QFA CIA.LTDA.	309205
COMPAÑIA DE TRANSPORTE PESADO INERANGO RUMIÑACU WESTERN S.A.	711421
COMPAÑIA DE TRANSPORTE DE CARGA PESADA Y LOGISTICA FRIAS-ACOSTA S.A.	712045
CONSULTORES NARANJO HOLGUIN CIA. LTDA.	54885
CENELISA S.A.	84246
AGENCIA DE VIAJES EUROFAMILYTRIP C.A.	305777
DDP LOGISTICS DDP S.A.	724313
PROFESSIONAL LAW ADVICE PROLAWCE S.A.	709630
NEOKIA ECUADOR SOCIEDAD ANÓNIMA	307417
CAELUM SOFTWARE CAELUMSOFT S.A.	317805
FRANCOSEGURIDAD CIA.LTDA.	301889
VERIFARMA ECUADOR S.A.S.	732714
SANTA FE SERVICES S.A.	8192
INGENIERIA Y SOLUCIONES ELECTRICAS S.A. ASINSO	140954
INMOPUNTATORTUGA S.A.	305382
TRANSMAMOLINA TRANSPORTE MATERIALES MOLINA CIA. LTDA.	32870
GIRARDINO S.A.	121617
ARQCORP S.A.	116755
EDINEC S.A.	730599
EXPRESS MONSEÑOR CANDIDO RADA S.A.	36087
ERFOLG CIA. LTDA.	160607
ACUICOLACAM S.A.	716114
VALLEMAX S.A.	131121
CONSTRUCTORA NELSON QUEZADA CIA. LTDA.	32576
BISINTEGRA S.A.	163587
MINERA MONTAÑITA DORADA ''MINERDORADA'' S.A.	711271
MEGA LARVAS DEL PACIFICO MEGALARVAS S.A.	715799
QUALITYFOOD EC S.A.S.	319222
EXPERTS HANDLING CARGO S.A.	161599
BLAUBARCELONA CIA.LTDA.	702117
INMOBILIARIA CIVIL PEGONZA SA	43729
TRANSPORTES TUNA CHIWIAS S.A.	182663
QUINTA LAGUACOTO CIA.LTDA.	706038
CONSTRUCTORA ZAHLE CIA.LTDA.	700943
PESEGETE ECUADOR S.A.	181885
ELECTROPROFESIONAL S.A.	104486
THECONCEPT CIA. LTDA.	162011
COMPAÑIA TRANSPORTE PESADO EL TABLAZO I S.A.	315193
FOTOGRAMETRIA, TERRITORIO, ORDENAMIENTO FTO AMÉRICA GEOSERVICIOS S.A.	712339
TELEPOINT S.A.	146951
INTELNEXO S.A.	97020
IMPORTMUENTES S.A.	80258
CIELPET S.A.	727161
GIS FAL GLOBAL INFORMATION SECURITY GISFAL S.A.	307105
REPRESENTACIONES HERRERA VIAJES TURÍSTICOS - CAMIADVENT CIA.LTDA.	306261
BEDOYA RUIZ IMPORTADORA DE ALTA TECNOLOGIA BRIAT S.A.	143881
CONSULCUENCA CIA. LTDA.	32455
COMPAÑIA DE TRANSPORTE PESADO GRACIELA MORALES OCAÑA GRUAS&TOBAR S.A.	712911
PHAROSAUDITORES EXTERNOS CIA. LTDA.	161977
RIXTEN C.A.	159236
ALPASACHA CIA.LTDA.	182973
IRISH PILOT CORPORATION IRISHPILOTCORP C.LTDA.	309025
COMPAÑIA DE TRANSPORTE TRANSERVIPROF S.A.	720291
COMPAÑIA SERVICIO DE TAXIS ALBORNOS CERVUTRANS S.A.	93342
PRODUCTORA, COMERCIALIZADORA Y EXPORTADORA DE FRUTA ORGANICA DEL ECUADOR COPROFRUIT S.A.	730626
CORVELSUR COMUNICACION INTEGRAL DEL SUR RADIO LA HECHICERA CIA. LTDA.	62683
PIEDEMANTE S.A.	59897
SMART-CHARGE CIA.LTDA.	722512
VITELAS S.A.S.	321872
COMPAÑIA COMERCIALIZADORA DE CARBONES CARBOSINT CIA. LTDA.	177939
COMPAÑIA DE TRANSPORTE DE CARGA PESADA DEL GOLFO TRANSPORGOLFO S.A.	722586
COMPAÑIA DE TRANSPORTE DE CARGA PESADA TRANSCASIL S.A.	170057
FACTO SOLUTIONS S. A.	127973
TRANSPAMPA S.A.	175078
JOVI S.A	55537
CARFACORP S.A.	78663
CONSTRUCTORA ANDRADE ABAD ANDRACONS CIA.LTDA.	731818
SPSERVICEPOINT S.A.	316173
ALIMENTOS LA REINAEC CIA.LTDA.	725882
SERVICDENTAL CIA. LTDA.	37540
ECOBIOL S.A.	110584
PLANARSUS CIA. LTDA.	176506
PEPASER S.A.	139060
SERGIYSA S.A.	126084
HEREDIA SAENZ & ASOCIADOS HERESAENZ S.A.	308967
INMOBILIARIA CESPEDES CARRILLO CIA. LTDA.	156126
COMERCIALIZADORA & CONSTRUCTORA ELECTRICA PALAU & ORTIZ MEGA-ENERGYCORP S.A.	308366
MANTENIMIENTO CONSTRUCCION Y SERVICIOS INDUSTRIALES S.A. MACONSISA	63290
BOXUM PHOTO STUDIO CIA. LTDA.	166873
INSTADECO S.A.	705316
AGROINDUSTRIA DE LA PAZ AGROINPAZ S.A.	702735
BUSINESS-ATLAS ASESORIA EMPRESARIAL S.A.	314535
IBROS COMERCIO Y SERVICIOS CIA. LTDA.	7227
CAMONIKA S.A.	55701
CAPACITACION E INNOVACIONES INNOVATEACH S.A.	712451
ANDEANSPIRITS CIA.LTDA.	716598
INMOBILIARIA ROSA ARMAS INROSAR S.A.	123633
CAMARONERA NUESTRO MAR CANUMAR SA	41980
MONTE MAR CIA. LTDA.	15329
AQUATHERM S.A.	302125
ALCAMOTOR S.A.	139899
PLASTECNIVA S.A.S.	324766
EASY EMPACK S.A.	323813
AESTHETIC-DENTAL CARE S.A.	706336
F.V.S. ASOCIADOS S.A.	84588
INVERSIONES KARTOFFEL2011 C.A.	302591
TRANSPORTE GRANEROS DEL ECUADOR S.A. ''TRANSGRADECUA''	701500
ASESORAMIENTO EN SALUD MDCSALUD S.A.	710001
GODNET S.A.S.	731317
SOLUTIONS ENGINEERING AND TECH SOLENATECH S.A.	713375
SERVICIOS MÉDICOS DOCTOR ANESTESIA SMDA S.A.	716245
STATUS QUO CORP SQC S.A.	181726
LATUIR S.A	93619
ROTESEL S.A.	156516
DECORADORA E INMOBILIARIA -DIGOPE- S.A.	59233
AGRICOLA PRIETO&ESPINOZA CIA.LTDA.	725211
ISIFACTOR S.A.	725201
INMOBILIARIA DIEZ DE AGOSTO SOCIEDAD ANONIMA	4483
IMPORTACIONES VWPARTS CIA. LTDA.	162965
MARFEN S.A.	101093
PREDIAL YAMOR PREYAMORSA S. A.	44248
AGRICOLA AVIES CIA. LTDA.	202403
SISHA SOLUCIONES INTEGRALES DE SOFTWARE Y HARDWARE ECUADOR S.A.	164012
PAY ROLL & KEEPING CIA. LTDA.	90810
BELLEROSE PIANTAGIONI S.A.S.	323694
LUVEGAL S. A.	61333
SHARDA DEL ECUADOR CIA. LTDA.	160537
POWINS CORP S.A.	110386
COMPAÑIA DE TRANSPORTE DURENOAMAZONICO S.A.	722331
CLIPSCONSTRU S.A. CONSTRUCCIONES	171377
COMPAÑIA DE TRANSPORTE EN CAMIONETAS DOBLE CABINA HUMBERTO GAIBOR GAVILANEZ C. A.	166159
TELKUMIR SOLUCIONES INTEGRALES CIA.LTDA.	717089
LETREROS UNIVERSALES S.A. LGU	74340
VIOSCULPT ECUADOR S.A.	720281
SUSHIBRANDS S.A.	147167
ESPACIOS360 S.A.S.	738638
SERVICIOS DE COMUNICACIÓN MONAR & CAMACHO S.A.	174590
RYM COURIER-ENTERPRISE S.A.S.	736250
SUELOTEC S.A.	3516
HIPERFARMACIAS S.A.	737955
ESTUDIO DE DISEÑO Y MODA GINA PARRA CIA. LTDA.	162425
ANIBEJ GENERATION S.A.	724125
ARLLISWORD S.A.	723341
ALCAZAR MANAGEMENT S.A.	202174
HACIENDA AGRICOLA GANADERA DOÑA-BETSABE S.A.	702243
SUMINISTROS FRAPELIVE S.A.	157577
NEXT-IQ S.A.S.	730248
COMPAÑIA TRANSPORTE PESADO ABRIENDO CAMINOSTRUCKS S.A.	712352
VICENCIOGPS CIA.LTDA.	715307
VINTAGE STORE SOMETHING SPECIAL S.A.	302156
SMS DEL ECUADOR C. LTDA. SMSECU	132758
OKSO C. LTDA.	141691
NOUVIE CIA.LTDA.	312525
PRODUCTORA MANILAFILMS S.A.	301595
INMOBILIARIA INMOCARE S.A.	57288
BUSINESS DATA ASESORÍA LEGAL BUSINESSDATALEGAL C.A.	313934
COMUNICACIÓN ESTRATEGICA INTEGRAL KRIARICOM S.A.	174786
DANCOMEX S.A.S.	320621
COSMOROYAL S.A.	72939
CENTRO DE INVESTIGACION Y TRATAMIENTO DE ENFERMEDADES LABORALES ENLA S.A.	704721
DEBISOFT C.A.	316636
CENTRO DE CAPACITACIONES PARA SEGURIDAD PRIVADA TAURHUS CIA.LTDA.	725636
